no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,debt_to_income_ratio,total_assets,loan_to_asset_ratio,monthly_income,monthly_payment,payment_to_income_ratio
4,1,1,5200000,11400000,10,406,2000000,13000000,4400000,1,2.19230727071014,19400000,0.5876288356892353,433333.3333333333,1140000.0,2.630763159777324
5,1,0,6000000,19700000,20,376,10700000,17100000,5500000,1,3.2833327861112025,33300000,0.5915915738260789,500000.0,985000.0,1.96999606000788
1,0,0,5100000,13800000,14,350,2200000,12600000,3600000,1,2.705881822376113,18400000,0.7499999592391327,425000.0,985714.2857142857,2.3193222738635573
5,1,1,8000000,22500000,20,784,7300000,26000000,10800000,0,2.812499648437544,44100000,0.5102040700633997,666666.6666666666,1125000.0,1.687497468753797
4,0,1,9200000,25400000,14,765,6600000,25100000,5600000,0,2.760869265122906,37300000,0.6809651291966453,766666.6666666666,1814285.7142857143,2.3664565406467486
4,1,0,9800000,32200000,18,593,400000,34000000,14300000,0,3.285713950437352,48700000,0.6611909515155862,816666.6666666666,1788888.888888889,2.1904735082637314
3,0,1,7600000,30000000,10,344,13700000,27600000,11100000,1,3.947367901662118,52400000,0.5725190730435291,633333.3333333334,3000000.0,4.73683462605059
1,0,0,5100000,11800000,12,314,7600000,12400000,4900000,1,2.313725036524503,24900000,0.47389556329736693,425000.0,983333.3333333334,2.313720046148911
4,0,1,1500000,3300000,16,382,2400000,3200000,1100000,1,2.1999985333343113,6700000,0.49253723991981496,125000.0,206250.0,1.649986800105599
2,1,1,6200000,16500000,4,510,4700000,18200000,6300000,1,2.66128989334034,29200000,0.5650684737990249,516666.6666666667,4125000.0,7.983855515118358
2,0,1,6300000,24600000,8,464,2200000,13000000,6900000,1,3.9047612849585263,22100000,1.1131221215781846,525000.0,3075000.0,5.8571317007015224
1,0,1,5500000,14900000,2,403,8900000,19700000,4100000,1,2.709090416529015,32700000,0.4556574784202606,458333.3333333333,7450000.0,16.254509990160024
3,1,0,8100000,30400000,12,606,1100000,31900000,11600000,0,3.753085956409141,44600000,0.6816143344929522,675000.0,2533333.3333333335,3.7530808596332945
1,0,0,6300000,22000000,20,646,7900000,13500000,5500000,0,3.4920629377677876,26900000,0.8178438357678871,525000.0,1100000.0,2.095234104315992
1,0,0,1100000,3600000,20,495,1100000,3100000,500000,1,3.2727242975233657,4700000,0.7659572838388757,91666.66666666667,180000.0,1.9636149423824467
3,1,1,7200000,21600000,2,626,1600000,26900000,3700000,0,2.9999995833333912,32200000,0.6708074325836201,600000.0,10800000.0,17.99997000005
1,1,1,3000000,6000000,16,518,1700000,11600000,3900000,1,1.9999993333335555,17200000,0.3488371890210937,250000.0,375000.0,1.499994000024
5,0,0,2700000,7600000,8,746,2200000,7200000,3400000,0,2.8148137722911954,12800000,0.5937499536132849,225000.0,950000.0,4.222203456873525
0,1,0,5000000,16300000,12,737,3400000,11800000,4400000,0,3.2599993480001306,19600000,0.8316326106309893,416666.6666666667,1358333.3333333333,3.2599921760187773
0,1,0,8400000,22300000,14,371,3700000,22300000,9100000,1,2.6547615887188587,35100000,0.6353276172271334,700000.0,1592857.142857143,2.275506953357414
1,0,0,7700000,27300000,8,509,2200000,20200000,10800000,1,3.545454085005963,33200000,0.8222891318587611,641666.6666666666,3412500.0,5.318173530119174
1,0,0,4700000,14000000,2,411,5100000,10600000,3700000,1,2.978722770484517,19400000,0.7216494473376573,391666.6666666667,7000000.0,17.87229479414095
2,1,0,4300000,11800000,20,701,4600000,14200000,3300000,0,2.744185408328975,22100000,0.533936627423682,358333.3333333333,590000.0,1.6465070330036289
5,1,0,2500000,8800000,10,769,1600000,8200000,2700000,0,3.5199985920005634,12500000,0.7039999436800045,208333.33333333334,880000.0,4.22397972489732
5,1,1,4400000,12500000,6,740,2300000,9900000,5400000,0,2.840908445248081,17600000,0.7102272323734528,366666.6666666667,2083333.3333333333,5.6818026859926745
5,1,0,5700000,11600000,4,892,6100000,19800000,7400000,0,2.035087362265375,33300000,0.3483483378874373,475000.0,2900000.0,6.105250304736201
2,1,0,5300000,13100000,14,417,6200000,18200000,6800000,1,2.4716976468495004,31200000,0.419871781414366,441666.6666666667,935714.2857142857,2.1185935859336595
5,0,0,4600000,14400000,6,785,6300000,14700000,6200000,0,3.130434102079543,27200000,0.5294117452422152,383333.3333333333,2400000.0,6.260853232556785
3,1,0,400000,1100000,16,504,400000,800000,400000,1,2.7499931250171876,1600000,0.6874995703127685,33333.333333333336,68750.0,2.062438126856194
0,1,0,2100000,5900000,14,402,0,4800000,1000000,1,2.8095224716559657,5800000,1.0172412039239302,175000.0,421428.5714285714,2.4081495044518113
2,0,1,1200000,3500000,16,540,1800000,3500000,800000,1,2.9166642361131365,6100000,0.5737703977425578,100000.0,218750.0,2.187478125218748
2,0,1,8000000,28400000,10,607,3800000,29000000,11600000,0,3.5499995562500555,44400000,0.6396396252333417,666666.6666666666,2840000.0,4.259993610009586
1,0,1,5000000,19400000,10,410,6200000,11700000,4500000,1,3.879999224000155,22400000,0.8660713899075272,416666.6666666667,1940000.0,4.655988825626818
0,1,0,8500000,17200000,12,624,8400000,18600000,5100000,0,2.02352917370245,32100000,0.5358255284789555,708333.3333333334,1433333.3333333333,2.0235265550213337
4,0,0,4600000,16600000,16,805,8000000,11500000,2800000,0,3.6086948676750286,22300000,0.7443945854531576,383333.3333333333,1037500.0,2.70651467865736
2,0,0,4600000,16100000,18,709,9000000,13800000,5400000,0,3.4999992391306,28200000,0.5709219655701431,383333.3333333333,894444.4444444445,2.333327246392691
2,1,1,8500000,30900000,14,511,4400000,21900000,5500000,1,3.635293689965448,31800000,0.9716980826510037,708333.3333333334,2207142.8571428573,3.115961987549463
1,0,1,7800000,25100000,18,766,7200000,16600000,10200000,0,3.2179483053912428,34000000,0.7382352724048449,650000.0,1394444.4444444445,2.1452958448439996
3,1,1,1400000,3800000,16,451,1300000,4300000,1300000,1,2.7142837755115887,6900000,0.5507245578660062,116666.66666666667,237500.0,2.0356968368842554
1,1,1,3700000,10200000,4,447,2000000,14500000,3200000,1,2.7567560116875645,19700000,0.5177664711793669,308333.3333333333,2550000.0,8.27024344785909
3,1,1,1000000,2500000,18,763,1100000,2100000,1400000,0,2.4999975000025,4600000,0.5434781427221429,83333.33333333333,138888.88888888888,1.6666466669066637
5,1,0,900000,3100000,20,834,900000,2100000,1300000,0,3.444440617288203,4300000,0.7209300648999849,75000.0,155000.0,2.0666391114785134
2,0,0,5600000,19500000,8,429,2200000,21100000,7200000,1,3.4821422353317435,30500000,0.6393442413329757,466666.6666666667,2437500.0,5.223203093136229
4,1,0,3200000,10600000,16,693,4900000,10400000,1800000,0,3.3124989648440737,17100000,0.6198830046852044,266666.6666666667,662500.0,2.484365683628686
1,0,0,2900000,11100000,20,478,2900000,8500000,3000000,1,3.827584887039694,14400000,0.7708332798032445,241666.66666666666,555000.0,2.296542221204602
2,0,1,300000,800000,10,752,300000,1000000,400000,0,2.666657777807407,1700000,0.4705879584776715,25000.0,80000.0,3.1998720051197953
0,0,1,2400000,5900000,14,319,4200000,9500000,3300000,1,2.4583323090282048,17000000,0.3470588031141881,200000.0,421428.5714285714,2.1071323214812496
3,0,0,5000000,17600000,8,303,9600000,12800000,6900000,1,3.5199992960001407,29300000,0.6006825733555435,416666.6666666667,2200000.0,5.279987328030413
3,1,1,5000000,16700000,20,420,5000000,18700000,6900000,1,3.3399993320001338,30600000,0.5457516161519079,416666.6666666667,835000.0,2.0039951904115427
2,1,1,200000,600000,8,552,200000,700000,200000,0,2.9999850000749997,1100000,0.5454540495872277,16666.666666666668,75000.0,4.4997300161990275
3,1,1,6000000,16000000,12,606,11600000,19300000,7800000,0,2.6666662222222963,38700000,0.41343668182334153,500000.0,1333333.3333333333,2.666661333344
2,1,0,5600000,13700000,2,558,9300000,12100000,6700000,0,2.4464281345664047,28100000,0.4875444666354282,466666.6666666667,6850000.0,14.678539974557197
1,1,0,4500000,12400000,6,504,3200000,13100000,2200000,1,2.755554943210013,18500000,0.6702702340394469,375000.0,2066666.6666666667,5.511096414854005
5,1,1,200000,300000,8,412,100000,500000,100000,1,1.4999925000374998,700000,0.42857081632740524,16666.666666666668,37500.0,2.2498650080995137
4,1,1,6200000,18300000,4,900,3400000,15300000,6400000,0,2.951612427159286,25100000,0.7290836362914886,516666.6666666667,4575000.0,8.854821571313087
4,1,1,9800000,23800000,8,634,9300000,37600000,6100000,0,2.4285711807580426,53000000,0.449056595300819,816666.6666666666,2975000.0,3.6428526822212057
5,0,1,3900000,9000000,8,340,6800000,9000000,5200000,1,2.307691715976483,21000000,0.4285714081632663,325000.0,1125000.0,3.4615278106836596
3,1,1,8300000,20900000,4,615,200000,19000000,9600000,0,2.5180719857744593,28800000,0.7256944192467215,691666.6666666666,5225000.0,7.554205945726344
2,0,1,4900000,12200000,18,353,200000,14400000,3600000,1,2.4897954102458346,18200000,0.6703296334983718,408333.3333333333,677777.7777777778,1.6598598806152585
4,0,1,6900000,16300000,8,606,900000,23700000,3600000,0,2.3623184982147105,28200000,0.578014163900207,575000.0,2037500.0,3.5434720983093944
2,1,0,4500000,14500000,18,498,200000,13500000,4800000,1,3.2222215061729984,18500000,0.7837837414170951,375000.0,805555.5555555555,2.148142419768362
4,1,0,7500000,21900000,2,585,12200000,27500000,8100000,0,2.9199996106667188,47800000,0.45815898623098356,625000.0,10950000.0,17.51997196804485
1,1,1,2300000,6400000,8,578,1800000,7000000,3000000,0,2.7826074858228322,11800000,0.5423728353921325,191666.66666666666,800000.0,4.173891266654262
1,0,0,7400000,15500000,2,693,12800000,21800000,9300000,0,2.094594311541309,43900000,0.3530751628001102,616666.6666666666,7750000.0,12.567547187761319
4,0,0,4800000,14300000,6,795,0,11100000,2600000,0,2.979166046007074,13700000,1.0437955442485005,400000.0,2383333.3333333335,5.9583184375372396
1,0,0,2600000,9900000,6,594,4300000,6700000,2500000,0,3.8076908431958296,13500000,0.7333332790123497,216666.66666666666,1650000.0,7.615349467617842
3,1,1,2700000,10600000,8,840,3000000,9000000,1900000,0,3.925924471879825,13900000,0.7625898731949732,225000.0,1325000.0,5.888862716165706
3,1,0,3700000,10900000,16,301,2300000,9600000,3400000,1,2.945945149744554,15300000,0.7124182540903102,308333.3333333333,681250.0,2.209452293668237
4,0,1,2600000,9400000,18,481,4400000,8600000,2400000,1,3.615383224852606,15400000,0.610389570753924,216666.66666666666,522222.22222222225,2.410245286047398
5,1,1,8800000,23100000,16,531,2600000,22100000,8000000,1,2.624999701704579,32700000,0.7064219967455047,733333.3333333334,1443750.0,1.9687473153445698
2,1,0,7500000,15400000,8,332,3100000,23700000,5400000,1,2.053333059555592,32200000,0.4782608547123958,625000.0,1925000.0,3.079995072007885
0,0,0,4700000,18500000,4,516,8400000,10400000,6100000,0,3.9361693752831117,24900000,0.7429718577119736,391666.6666666667,4625000.0,11.808480488985985
2,1,0,7100000,26600000,6,727,9800000,21100000,7900000,0,3.7464783455664303,38800000,0.685566992640026,591666.6666666666,4433333.333333333,7.492945082346339
3,1,1,5500000,19300000,10,344,1300000,12400000,6600000,1,3.5090902710744962,20300000,0.9507388694217306,458333.3333333333,1930000.0,4.21089990349112
2,0,0,9500000,31500000,12,650,16600000,22200000,11400000,0,3.3157891246537763,50200000,0.6274900273408361,791666.6666666666,2625000.0,3.3157852853238503
3,0,1,4200000,15400000,8,362,5300000,15500000,5600000,1,3.6666657936510014,26400000,0.5833333112373745,350000.0,1925000.0,5.499984285759184
5,0,1,6900000,18600000,18,307,4800000,25300000,4200000,1,2.695651783238872,34300000,0.5422740366683955,575000.0,1033333.3333333334,1.797098323886973
5,0,0,9900000,24600000,2,530,12800000,20400000,13000000,1,2.4848482338537137,46200000,0.5324675209422615,825000.0,12300000.0,14.90907283748747
5,0,0,6700000,17700000,6,482,10400000,18500000,5700000,1,2.6417906504790074,34600000,0.5115606788566278,558333.3333333334,2950000.0,5.283572626437087
0,1,1,9300000,22200000,14,701,10100000,35900000,5700000,0,2.3870965175165035,51700000,0.42940037854157875,775000.0,1585714.2857142857,2.0460803092051307
2,0,0,5600000,17200000,16,586,2100000,14300000,4300000,0,3.0714280229592816,20700000,0.8309178342551771,466666.6666666667,1075000.0,2.303566492357516
0,0,1,8100000,17600000,16,384,13300000,31700000,10200000,1,2.1728392379210817,55200000,0.3188405739340476,675000.0,1100000.0,1.6296272153670883
4,1,0,6000000,18000000,18,882,2500000,12200000,7500000,0,2.9999995000000834,22200000,0.8108107742878029,500000.0,1000000.0,1.999996000008
5,1,1,4200000,11200000,2,758,6500000,9600000,3800000,0,2.6666660317461828,19900000,0.5628140420696461,350000.0,5600000.0,15.999954285844897
5,0,0,1600000,4000000,18,529,1200000,5300000,2000000,1,2.4999984375009765,8500000,0.4705881799308024,133333.33333333334,222222.22222222222,1.6666541667604158
3,0,1,800000,1500000,2,589,1100000,1800000,400000,0,1.8749976562529296,3300000,0.45454531680444943,66666.66666666667,750000.0,11.24983125253121
1,0,0,500000,1300000,6,670,500000,1400000,700000,0,2.5999948000104,2600000,0.49999980769238167,41666.666666666664,216666.66666666666,5.199875202995128
5,1,1,4300000,14100000,12,532,5700000,12000000,4600000,1,3.279069004867673,22300000,0.6322869671620194,358333.3333333333,1175000.0,3.279060616575024
0,1,0,4000000,12500000,18,868,800000,14400000,2300000,0,3.124999218750195,17500000,0.7142856734693901,333333.3333333333,694444.4444444445,2.0833270833520836
2,1,0,2900000,7300000,2,776,3000000,8500000,3400000,0,2.5172405112963756,14900000,0.48993285302464074,241666.66666666666,3650000.0,15.103385779093328
5,0,1,2300000,9100000,16,644,2600000,6600000,3100000,0,3.9565200189043397,12300000,0.7398373382246066,191666.66666666666,568750.0,2.9673758223870137
0,0,1,1800000,6000000,12,658,2300000,4500000,2400000,0,3.33333148148251,9200000,0.6521738421550172,150000.0,500000.0,3.3333111112592584
1,0,1,8700000,33900000,10,766,700000,19500000,9000000,0,3.896551276258474,29200000,1.1609588643507238,725000.0,3390000.0,4.67585561950949
3,1,0,7800000,21100000,12,717,10700000,19900000,6200000,0,2.705127858316941,36800000,0.5733695496366971,650000.0,1758333.3333333333,2.7051240433989077
2,0,0,3200000,6300000,10,339,4900000,7300000,2700000,1,1.9687493847658173,14900000,0.4228187635692105,266666.6666666667,630000.0,2.3624911406582223
0,1,0,1600000,4500000,18,463,2000000,4100000,1800000,1,2.8124982421885987,7900000,0.5696201810607365,133333.33333333334,250000.0,1.8749859376054678
4,1,0,2400000,7300000,4,540,300000,7800000,2200000,0,3.041665399306084,10300000,0.7087377952681753,200000.0,1825000.0,9.124954375228123
1,0,0,1800000,5900000,16,804,2500000,5000000,1000000,0,3.2777759567911353,8500000,0.6941175653979335,150000.0,368750.0,2.4583169445537028
1,0,0,7500000,16000000,10,541,4500000,22400000,5100000,1,2.1333330488889266,32000000,0.4999999843750005,625000.0,1600000.0,2.5599959040065534
4,1,1,6700000,18400000,10,371,1400000,15700000,4400000,1,2.7462682468256348,21500000,0.8558139136830738,558333.3333333334,1840000.0,3.295516485642115
5,0,0,5800000,13700000,6,369,2700000,12100000,3000000,1,2.3620685582640415,17800000,0.769662878108827,483333.3333333333,2283333.3333333335,4.724128156976228
0,1,0,500000,1800000,2,651,0,1700000,200000,0,3.5999928000144,1900000,0.9473679224379356,41666.666666666664,900000.0,21.599481612441302
0,0,1,9400000,30700000,10,477,900000,27500000,6200000,1,3.265957099366266,34600000,0.8872832113501962,783333.3333333334,3070000.0,3.919143933007745
4,1,0,1600000,6200000,18,554,800000,5500000,1100000,0,3.874997578126514,7400000,0.8378377246165237,133333.33333333334,344444.44444444444,2.5833139584786444
0,0,1,9300000,25000000,14,362,16100000,32300000,11000000,1,2.6881717539600265,59400000,0.42087541378997617,775000.0,1785714.2857142857,2.3041444923481205
5,0,0,3700000,14000000,2,469,600000,8000000,2800000,0,3.7837827611397943,11400000,1.228070067713152,308333.3333333333,7000000.0,22.702629072554362
3,1,0,900000,1900000,12,547,400000,3000000,400000,1,2.111108765434705,3800000,0.49999986842108723,75000.0,158333.33333333334,2.1110829633382666
4,1,0,500000,1300000,6,809,300000,900000,500000,0,2.5999948000104,1700000,0.7647054325262161,41666.666666666664,216666.66666666666,5.199875202995128
1,0,1,7800000,16200000,2,335,7900000,28700000,6400000,1,2.0769228106509217,43000000,0.37674417728501913,650000.0,8100000.0,12.461519289970322
5,1,1,5300000,13700000,18,708,900000,19200000,5900000,0,2.5849051726594015,26000000,0.5269230566568055,441666.6666666667,761111.1111111111,1.7232665385160133
0,0,0,300000,700000,16,779,0,1000000,400000,0,2.3333255555814816,1400000,0.49999964285739795,25000.0,43750.0,1.749930002799888
0,0,1,5000000,19900000,6,748,8500000,11300000,3000000,0,3.9799992040001593,22800000,0.8728069792628518,416666.6666666667,3316666.6666666665,7.959980896045849
0,0,0,7900000,28600000,18,541,3900000,22300000,6700000,1,3.620252706297126,32900000,0.869300885431584,658333.3333333334,1588888.888888889,2.413498443631056
4,0,0,5300000,15800000,2,527,5200000,19700000,3900000,1,2.9811315129940543,28800000,0.5486110920621149,441666.6666666667,7900000.0,17.886751954523877
0,1,1,5500000,15300000,4,859,9500000,21400000,2900000,0,2.7818176760331497,33800000,0.4526627085011033,458333.3333333333,3825000.0,8.34543633722981
0,0,0,1500000,5600000,18,604,2400000,4400000,1800000,0,3.7333308444461037,8600000,0.6511627149810797,125000.0,311111.1111111111,2.4888689779370656
5,0,0,6600000,20100000,18,348,2500000,22500000,7200000,1,3.0454540840221083,32200000,0.6242235830986465,550000.0,1116666.6666666667,2.0302993388496873
4,0,1,6200000,16200000,20,734,4000000,14600000,4400000,0,2.6129028043705156,23000000,0.7043477954631393,516666.6666666667,810000.0,1.5677389011505138
3,0,0,6300000,17000000,16,388,2100000,16100000,3200000,1,2.6984122700932907,21400000,0.7943924862433418,525000.0,1062500.0,2.023805668941583
0,0,1,3800000,8100000,20,831,1700000,7700000,2000000,0,2.1315783864267406,11400000,0.7105262534626093,316666.6666666667,405000.0,1.2789433296526431
5,1,0,500000,1500000,6,433,700000,1900000,700000,1,2.999994000012,3300000,0.45454531680444943,41666.666666666664,250000.0,5.999856003455918
2,0,1,5000000,15900000,16,699,5900000,18100000,7200000,0,3.1799993640001274,31200000,0.5096153682815587,416666.6666666667,993750.0,2.3849942760137375
0,1,0,4500000,17100000,8,303,8200000,17400000,4200000,1,3.799999155555743,29800000,0.5738254840998159,375000.0,2137500.0,5.699984800040533
4,1,0,1000000,3800000,2,611,1800000,2500000,600000,0,3.7999962000038,4900000,0.7755100458142764,83333.33333333333,1900000.0,22.799726403283163
2,0,0,1700000,3700000,20,558,1400000,5000000,2500000,0,2.1764693079592305,8900000,0.4157302903673831,141666.66666666666,185000.0,1.3058731350131647
4,0,1,1200000,4800000,2,752,900000,3000000,600000,0,3.9999966666694444,4500000,1.0666664296296824,100000.0,2400000.0,23.999760002399977
5,1,1,8500000,25800000,14,786,11000000,32400000,11300000,0,3.0352937605536754,54700000,0.4716636111213234,708333.3333333334,1842857.142857143,2.6016769993131437
0,0,0,8600000,29000000,18,481,2600000,27700000,5400000,1,3.37209263115202,35700000,0.8123249072177897,716666.6666666666,1611111.111111111,2.2480588786775337
2,0,0,400000,1300000,16,507,200000,1500000,300000,1,3.2499918750203123,2000000,0.6499996750001625,33333.333333333336,81250.0,2.4374268771936842
4,0,0,8700000,19800000,14,715,13400000,32000000,8500000,0,2.275861807372206,53900000,0.36734693196016827,725000.0,1414285.7142857143,1.9507362255855016
0,1,0,1800000,5700000,20,392,2400000,3500000,1400000,1,3.166664907408385,7300000,0.7808218108463273,150000.0,285000.0,1.8999873334177773
0,0,1,4700000,17700000,16,887,4900000,13200000,6700000,0,3.7659566455411393,24800000,0.7137096486407399,391666.6666666667,1106250.0,2.824460873716918
0,1,0,7300000,21600000,2,479,12300000,15900000,7500000,1,2.9589037042597663,35700000,0.6050419998587675,608333.3333333334,10800000.0,17.75339547387045
2,0,0,8400000,32100000,20,328,4600000,19500000,8000000,1,3.821428116496653,32100000,0.999999968847353,700000.0,1605000.0,2.292853867351618
2,0,1,4800000,12900000,8,740,900000,11000000,3700000,0,2.687499440104283,15600000,0.8269230239151908,400000.0,1612500.0,4.0312399219001955
2,0,0,9200000,34200000,2,456,11300000,25800000,5700000,0,3.717390900283598,42800000,0.7990654018909953,766666.6666666666,17100000.0,22.304318733497304
1,1,0,6200000,21100000,10,467,10500000,23500000,5300000,1,3.4032252575443134,39300000,0.5368956606387872,516666.6666666667,2110000.0,4.083863063490845
0,0,1,200000,700000,10,587,100000,500000,100000,1,3.4999825000874996,700000,0.9999985714306122,16666.666666666668,70000.0,4.199748015119092
0,1,1,2500000,6700000,16,569,3400000,6200000,1300000,0,2.679998928000429,10900000,0.6146788426900144,208333.33333333334,418750.0,2.00999035204631
3,1,1,8000000,24400000,14,399,5400000,20600000,11600000,1,3.0499996187500478,37600000,0.6489361529538257,666666.6666666666,1742857.142857143,2.614281792863025
1,1,0,4600000,15200000,4,593,3800000,11700000,3900000,0,3.304347107750629,19400000,0.7835051142523137,383333.3333333333,3800000.0,9.91301761821491
3,1,1,4900000,12700000,8,409,2500000,19300000,4700000,1,2.591836205747713,26500000,0.47924526493414094,408333.3333333333,1587500.0,3.8877455810312305
4,1,0,9500000,21300000,18,353,2300000,21400000,11100000,1,2.2421050271468395,34800000,0.6120689479290532,791666.6666666666,1183333.3333333333,1.4947349540190054
5,0,1,4500000,11600000,20,306,1900000,11900000,5700000,1,2.577777204938399,19500000,0.5948717643655506,375000.0,580000.0,1.5466625422332207
2,0,1,5900000,14200000,12,499,11600000,20200000,4400000,1,2.406779253088262,36200000,0.39226518253411097,491666.6666666667,1183333.3333333333,2.4067747658818317
4,0,0,4200000,14600000,6,324,5900000,11700000,3000000,1,3.476189648526274,20600000,0.7087378296729209,350000.0,2433333.3333333335,6.952361088492129
2,1,1,3300000,11300000,6,647,6000000,12800000,4400000,0,3.4242413865935193,23200000,0.48706894452289035,275000.0,1883333.3333333333,6.848459944994139
2,0,1,4900000,12600000,2,767,7400000,13000000,3800000,0,2.5714280466473376,24200000,0.5206611355098705,408333.3333333333,6300000.0,15.428533644407402
4,1,0,5300000,10700000,12,821,10200000,17600000,2600000,0,2.0188675436098973,30400000,0.351973672632445,441666.6666666667,891666.6666666666,2.0188633535169354
4,1,0,7200000,17700000,6,338,9300000,27800000,7200000,1,2.4583329918981955,44300000,0.39954852371222294,600000.0,2950000.0,4.91665847223588
0,0,0,8400000,24300000,4,785,10100000,26600000,8500000,0,2.892856798469429,45200000,0.5376106075749866,700000.0,6075000.0,8.678559030629955
3,0,0,3800000,11800000,4,694,500000,8300000,5100000,0,3.1052623407204365,13900000,0.8489208022359135,316666.6666666667,2950000.0,9.315760055494561
0,1,0,9900000,22300000,20,613,8900000,23600000,4900000,0,2.2525250249974724,37400000,0.5962566685492869,825000.0,1115000.0,1.3515135133169536
4,0,1,2900000,8300000,10,318,4100000,10900000,2100000,1,2.8620679785972487,17100000,0.48538008857426385,241666.66666666666,830000.0,3.434468547026702
3,1,1,6000000,18700000,18,783,8500000,20300000,8800000,0,3.116666147222309,37600000,0.49734041230477627,500000.0,1038888.8888888889,2.0777736222305334
2,1,0,1700000,5300000,20,761,500000,3700000,1200000,0,3.1176452249145736,5400000,0.9814812997256852,141666.66666666666,265000.0,1.8705750312350737
4,0,1,5300000,12000000,10,329,9300000,17300000,6100000,1,2.2641505161980158,32700000,0.36697246584182064,441666.6666666667,1200000.0,2.7169749804340064
5,1,1,7500000,15000000,14,661,5800000,29900000,4400000,0,1.9999997333333688,40100000,0.37406482857693696,625000.0,1071428.5714285714,1.71428297143296
4,1,0,400000,900000,18,339,200000,800000,200000,1,2.2499943750140625,1200000,0.7499993750005208,33333.333333333336,50000.0,1.4999550013499594
1,0,1,8300000,17700000,10,673,5300000,28700000,4200000,0,2.132529863550619,38200000,0.4633507732107127,691666.6666666666,1770000.0,2.5590324447723694
3,0,0,4500000,16900000,18,748,7200000,15100000,6600000,0,3.7555547209878397,28900000,0.5847750662707589,375000.0,938888.8888888889,2.5036970271782977
3,0,0,4600000,10000000,4,702,1500000,16100000,4500000,0,2.1739125708885716,22100000,0.4524886673082051,383333.3333333333,2500000.0,6.521722117246651
4,1,0,4700000,10300000,12,710,7700000,16900000,6600000,0,2.1914888954278946,31200000,0.33012819454717324,391666.6666666667,858333.3333333334,2.191483766424426
0,0,1,900000,3500000,6,331,1400000,3500000,1100000,1,3.8888845679060355,6000000,0.5833332361111273,75000.0,583333.3333333334,7.777674075456773
1,1,0,2400000,7600000,12,372,4400000,6600000,1400000,1,3.166665347222772,12400000,0.6129031763787761,200000.0,633333.3333333334,3.1666508334124996
0,1,1,3900000,9600000,10,783,2100000,10900000,3900000,0,2.4615378303749154,16900000,0.56804730366584,325000.0,960000.0,2.9538370651167227
0,0,0,8300000,31400000,18,558,2900000,25900000,6300000,0,3.7831320743214367,35100000,0.8945868691000892,691666.6666666666,1744444.4444444445,2.5220847070261265
4,0,1,4700000,13000000,6,552,8300000,11900000,2400000,0,2.7659568583070513,22600000,0.575221213485787,391666.6666666667,2166666.6666666665,5.5319007696150555
4,1,0,3900000,10600000,20,544,3100000,10900000,4900000,1,2.717948021038969,18900000,0.5608465311721412,325000.0,530000.0,1.6307642130331907
2,1,0,400000,1000000,6,425,300000,800000,200000,1,2.499993750015625,1300000,0.769230177515248,33333.333333333336,166666.66666666666,4.999850004499864
2,1,1,1700000,5100000,18,321,2800000,5100000,1500000,1,2.9999982352951555,9400000,0.5425531337709432,141666.66666666666,283333.3333333333,1.9999858824525945
2,0,1,6100000,15500000,8,758,4000000,13300000,7200000,0,2.5409831900027555,24500000,0.632653035401917,508333.3333333333,1937500.0,3.811467911866403
5,0,1,7300000,19600000,10,373,4700000,19500000,10600000,1,2.684931139050529,34800000,0.5632183746201617,608333.3333333334,1960000.0,3.221912511924638
3,1,1,300000,500000,6,876,100000,1100000,300000,0,1.6666611111296297,1500000,0.33333311111125924,25000.0,83333.33333333333,3.33320000533312
2,1,0,4300000,14500000,10,594,700000,14000000,5300000,0,3.3720922390483166,20000000,0.7249999637500019,358333.3333333333,1450000.0,4.046500335347901
3,1,0,7000000,18400000,18,837,7900000,15400000,5700000,0,2.628571053061278,29000000,0.6344827367419746,583333.3333333334,1022222.2222222222,1.7523779483044695
0,1,1,4900000,16500000,4,600,2200000,12000000,6500000,0,3.3673462515619894,20700000,0.7971014107680477,408333.3333333333,4125000.0,10.102016076695323
4,0,0,6200000,12400000,20,547,10800000,17200000,8000000,1,1.9999996774194069,36000000,0.34444443487654347,516666.6666666667,620000.0,1.19999767742385
1,1,0,4100000,15800000,12,431,7300000,15200000,5700000,1,3.853657596668879,28200000,0.5602836680750473,341666.6666666667,1316666.6666666667,3.8536472576177827
0,1,1,7300000,22600000,12,851,3400000,24800000,5300000,0,3.0958899868643854,33500000,0.674626845533527,608333.3333333334,1883333.3333333333,3.0958853218323474
4,1,1,9200000,28100000,12,760,9700000,22300000,12900000,0,3.0543474940926636,44900000,0.6258351753711542,766666.6666666666,2341666.6666666665,3.054343842160206
0,1,0,800000,2400000,2,716,1200000,3100000,400000,0,2.9999962500046875,4700000,0.5106381892259172,66666.66666666667,1200000.0,17.999730004049937
4,1,0,2900000,11200000,10,744,4000000,7300000,1600000,0,3.8620676337697812,12900000,0.8682169869599234,241666.66666666666,1120000.0,4.6344635815300075
3,1,0,8100000,21600000,4,740,3700000,16900000,9900000,0,2.6666663374486004,30500000,0.7081966980919115,675000.0,5400000.0,7.9999881481657065
0,0,0,9300000,20300000,14,759,11600000,26500000,10900000,0,2.1827954642155416,49000000,0.41428570583090396,775000.0,1450000.0,1.8709653277866738
